num,fips,date_range_start,weighted_average
32,06029,2020-07-25,10255.924225866896
33,06029,2020-08-01,9772.019436723811
34,06029,2020-08-08,9692.53184637571
35,06029,2020-08-15,9867.167941582642
36,06029,2020-08-22,9525.82233178728
37,06029,2020-08-29,9671.277126585093
38,06029,2020-09-05,9577.57525731189
39,06029,2020-09-12,9218.817898560783
40,06029,2020-09-19,9338.97256576994
41,06029,2020-09-26,9843.563233870564
42,06029,2020-10-03,9301.691171243472
43,06029,2020-10-10,9569.473083804713
44,06029,2020-10-17,9539.265683334383
45,06029,2020-10-24,9270.44789437639
46,06029,2020-10-31,9246.86200766229
47,06029,2020-11-08,9239.732721650578
1,06031,2019-12-21,11147.121887359634
2,06031,2019-12-28,11907.353338331319
3,06031,2020-01-04,11461.889139619432
4,06031,2020-01-11,10708.142716673698
5,06031,2020-01-18,11661.795531979027
6,06031,2020-01-25,11114.372737661162
7,06031,2020-02-01,10659.729420095768
8,06031,2020-02-08,11326.00899476845
9,06031,2020-02-15,12197.249180615787
10,06031,2020-02-22,11808.454031960178
11,06031,2020-02-29,11191.887662805735
12,06031,2020-03-07,10758.282672506537
13,06031,2020-03-14,9412.607315347483
14,06031,2020-03-21,8402.059800775529
15,06031,2020-03-28,7920.350909040227
16,06031,2020-04-04,7198.171688257541
17,06031,2020-04-11,7360.4121508355465
18,06031,2020-04-18,8041.661676204765
19,06031,2020-04-25,8543.9005298021
20,06031,2020-05-02,8449.260384831214
21,06031,2020-05-09,9531.898013807222
22,06031,2020-05-16,9855.676154315868
23,06031,2020-05-23,10296.093716896079
24,06031,2020-05-30,10518.71986521202
25,06031,2020-06-06,10676.898944842324
26,06031,2020-06-13,10808.383726978327
27,06031,2020-06-20,10923.281507632264
28,06031,2020-06-27,10983.643005346219
29,06031,2020-07-04,11127.548272501252
30,06031,2020-07-11,11014.053134558435
31,06031,2020-07-18,11101.165642556745
32,06031,2020-07-25,11341.898669074402
33,06031,2020-08-01,10955.849369764965
34,06031,2020-08-08,10942.614868088653
35,06031,2020-08-15,10966.887014667753
36,06031,2020-08-22,10653.149284661054
37,06031,2020-08-29,10653.147920579933
38,06031,2020-09-05,10416.561779025447
39,06031,2020-09-12,10081.065247278042
40,06031,2020-09-19,10466.75697660431
41,06031,2020-09-26,10844.409090719017
42,06031,2020-10-03,10492.764184870673
43,06031,2020-10-10,11085.508922390669
44,06031,2020-10-17,11041.307750423068
45,06031,2020-10-24,10613.461102230267
46,06031,2020-10-31,10689.565443903795
47,06031,2020-11-08,10409.233933027288
1,06033,2019-12-21,13042.461286079084
2,06033,2019-12-28,12844.95858663537
3,06033,2020-01-04,12693.713487460132
4,06033,2020-01-11,12103.529695640895
5,06033,2020-01-18,12983.935743146683
6,06033,2020-01-25,13140.434809779246
7,06033,2020-02-01,12216.350070192419
8,06033,2020-02-08,12597.059634181045
9,06033,2020-02-15,13533.075415514753
10,06033,2020-02-22,12781.934512779511
11,06033,2020-02-29,12973.94905994402
12,06033,2020-03-07,13196.619828847797
13,06033,2020-03-14,10859.727823367697
14,06033,2020-03-21,9520.255940925279
15,06033,2020-03-28,8525.20674099138
16,06033,2020-04-04,7424.3215757542575
17,06033,2020-04-11,7885.105013970463
18,06033,2020-04-18,8583.742410166546
19,06033,2020-04-25,8823.5436121814
20,06033,2020-05-02,8747.763510411945
21,06033,2020-05-09,9529.008382739747
22,06033,2020-05-16,9424.842360912524
23,06033,2020-05-23,9745.251696762847
24,06033,2020-05-30,10333.378146552113
25,06033,2020-06-06,10876.791571455098
26,06033,2020-06-13,10774.153715461312
27,06033,2020-06-20,10839.295815786007
28,06033,2020-06-27,10930.71632237195
29,06033,2020-07-04,10845.337398021078
30,06033,2020-07-11,11357.17225227114
31,06033,2020-07-18,11309.461166762367
32,06033,2020-07-25,11770.814118427432
33,06033,2020-08-01,11077.245432909607
34,06033,2020-08-08,11180.587363662478
35,06033,2020-08-15,11746.185567135675
36,06033,2020-08-22,11851.701735100998
37,06033,2020-08-29,11213.966939479013
38,06033,2020-09-05,10285.786855757675
39,06033,2020-09-12,10295.297532508224
40,06033,2020-09-19,10468.562208412406
41,06033,2020-09-26,10580.600337967078
42,06033,2020-10-03,10700.448887072358
43,06033,2020-10-10,10863.954983991682
44,06033,2020-10-17,10772.086725951798
45,06033,2020-10-24,11056.829743155622
46,06033,2020-10-31,11113.416593888562
47,06033,2020-11-08,10904.07899494741
1,06035,2019-12-21,14989.932206594962
2,06035,2019-12-28,15232.931127801821
3,06035,2020-01-04,15335.291766559283
4,06035,2020-01-11,14812.642753127022
5,06035,2020-01-18,15961.553302680117
6,06035,2020-01-25,16175.291367956597
7,06035,2020-02-01,14279.042386847605
8,06035,2020-02-08,15701.482693026901
9,06035,2020-02-15,15165.411424971875
10,06035,2020-02-22,15154.650232454915
11,06035,2020-02-29,14782.557127860531
12,06035,2020-03-07,14518.760854473854
13,06035,2020-03-14,11363.89836426995
14,06035,2020-03-21,10925.139909285774
15,06035,2020-03-28,10617.05407027211
16,06035,2020-04-04,9594.93592349054
17,06035,2020-04-11,10051.08208345171
18,06035,2020-04-18,10596.952874795943
19,06035,2020-04-25,11454.542062306426
20,06035,2020-05-02,10772.460270305584
21,06035,2020-05-09,10545.29277834098
22,06035,2020-05-16,11409.847497661533
23,06035,2020-05-23,12159.965098942968
24,06035,2020-05-30,12471.936046890525
25,06035,2020-06-06,12905.716908475279
26,06035,2020-06-13,13857.056738530695
27,06035,2020-06-20,14302.432162607349
28,06035,2020-06-27,13326.09970156668
29,06035,2020-07-04,13988.363058437084
30,06035,2020-07-11,13455.748522174319
31,06035,2020-07-18,14519.733019606445
32,06035,2020-07-25,14398.802292126606
33,06035,2020-08-01,13709.175078334367
34,06035,2020-08-08,12904.792517166257
35,06035,2020-08-15,13606.588469468017
36,06035,2020-08-22,13469.474572692157
37,06035,2020-08-29,13676.742639137743
38,06035,2020-09-05,14830.995706491904
39,06035,2020-09-12,13506.347915357355
40,06035,2020-09-19,13733.057616721755
41,06035,2020-09-26,14144.89700328986
42,06035,2020-10-03,13120.711656515265
43,06035,2020-10-10,12972.454221498201
44,06035,2020-10-17,12893.267850633041
45,06035,2020-10-24,13463.521457069553
46,06035,2020-10-31,12956.896865732824
47,06035,2020-11-08,12142.814690143356
1,06037,2019-12-21,10720.654486401181
2,06037,2019-12-28,10903.024726391171
3,06037,2020-01-04,10035.007060979051
4,06037,2020-01-11,9956.070059299798
5,06037,2020-01-18,10457.928875381791
6,06037,2020-01-25,10250.816463248617
7,06037,2020-02-01,9602.479967953579
8,06037,2020-02-08,9845.77516670675
9,06037,2020-02-15,10567.005342472787
10,06037,2020-02-22,10161.515277032424
11,06037,2020-02-29,9610.227843071903
12,06037,2020-03-07,9181.274570860784
13,06037,2020-03-14,7654.016347775242
14,06037,2020-03-21,6752.60526519731
15,06037,2020-03-28,6361.228453955043
16,06037,2020-04-04,5529.584881287453
17,06037,2020-04-11,5953.039717123556
18,06037,2020-04-18,6357.004287486142
19,06037,2020-04-25,6606.184111027523
20,06037,2020-05-02,6114.862644622004
21,06037,2020-05-09,6696.901750334565
22,06037,2020-05-16,6789.490336584268
23,06037,2020-05-23,7475.7146663688245
24,06037,2020-05-30,7196.887363605522
25,06037,2020-06-06,7872.885627928033
26,06037,2020-06-13,8105.8110598363855
27,06037,2020-06-20,8308.547214698192
28,06037,2020-06-27,8262.242966482563
29,06037,2020-07-04,8290.191707201422
30,06037,2020-07-11,8259.73065141826
31,06037,2020-07-18,8327.80961012387
32,06037,2020-07-25,8525.537512190787
33,06037,2020-08-01,8359.579341755043
34,06037,2020-08-08,8582.764728919705
35,06037,2020-08-15,8640.801890669736
36,06037,2020-08-22,8539.805816384136
37,06037,2020-08-29,8487.180106447837
38,06037,2020-09-05,8613.872028385635
39,06037,2020-09-12,8070.018130001476
40,06037,2020-09-19,8351.234431384817
41,06037,2020-09-26,8655.301268597505
42,06037,2020-10-03,8101.12810424325
43,06037,2020-10-10,8391.768194674745
44,06037,2020-10-17,8414.331641031393
45,06037,2020-10-24,8321.268158263929
46,06037,2020-10-31,8167.602638009533
47,06037,2020-11-08,7951.56014718313
1,06039,2019-12-21,12477.259564555801
2,06039,2019-12-28,12615.680147111812
3,06039,2020-01-04,12978.527641425106
4,06039,2020-01-11,12775.49279260179
5,06039,2020-01-18,13159.347359280433
6,06039,2020-01-25,13093.26326075583
7,06039,2020-02-01,12246.946870681239
8,06039,2020-02-08,12991.40848914722
9,06039,2020-02-15,13516.179359692514
10,06039,2020-02-22,12775.487743324025
11,06039,2020-02-29,13027.021649130771
12,06039,2020-03-07,12783.759691969095
13,06039,2020-03-14,10382.524232336094
14,06039,2020-03-21,8903.175868519524
15,06039,2020-03-28,8552.807688314997
16,06039,2020-04-04,7874.1446971532005
17,06039,2020-04-11,8467.882479832417
18,06039,2020-04-18,9396.980176378484
19,06039,2020-04-25,9704.588437229744
20,06039,2020-05-02,9952.857465868361
21,06039,2020-05-09,10691.344837364015
22,06039,2020-05-16,10584.912891413669
23,06039,2020-05-23,11305.705654877762
24,06039,2020-05-30,11741.297154958394
25,06039,2020-06-06,12292.890267079934
26,06039,2020-06-13,12306.558723293967
27,06039,2020-06-20,12587.856098964907
28,06039,2020-06-27,12316.588449758543
29,06039,2020-07-04,12598.732872153118
30,06039,2020-07-11,12517.975739056423
31,06039,2020-07-18,12278.42698973524
32,06039,2020-07-25,12525.905288331356
33,06039,2020-08-01,12596.384232750304
34,06039,2020-08-08,12334.166326597691
35,06039,2020-08-15,12497.767906925917
36,06039,2020-08-22,12122.30231175156
37,06039,2020-08-29,12177.653439893247
38,06039,2020-09-05,12432.204392174397
39,06039,2020-09-12,12130.316284416087
40,06039,2020-09-19,12059.630948879123
41,06039,2020-09-26,12481.20924051798
42,06039,2020-10-03,12123.482700331015
43,06039,2020-10-10,12002.100713715383
44,06039,2020-10-17,12158.291019227614
45,06039,2020-10-24,11978.508406616598
46,06039,2020-10-31,11779.969961336017
47,06039,2020-11-08,11709.675219506025
1,06041,2019-12-21,13912.8519146787
2,06041,2019-12-28,15001.406890689239
3,06041,2020-01-04,12211.298722952371
4,06041,2020-01-11,12106.483162400356
5,06041,2020-01-18,12702.79746066415
6,06041,2020-01-25,12266.135692322478
7,06041,2020-02-01,11265.10958982657
8,06041,2020-02-08,11602.5532673469
9,06041,2020-02-15,15925.00589097717
10,06041,2020-02-22,12315.183053850498
11,06041,2020-02-29,11376.112238941621
12,06041,2020-03-07,10888.2964526128
13,06041,2020-03-14,7937.739675244397
14,06041,2020-03-21,6893.7011738420015
15,06041,2020-03-28,6220.490248227737
16,06041,2020-04-04,5413.339615919121
17,06041,2020-04-11,5616.768532820443
18,06041,2020-04-18,5945.6862655171535
19,06041,2020-04-25,6263.307698825285
20,06041,2020-05-02,5875.623310571493
21,06041,2020-05-09,6602.693317051537
22,06041,2020-05-16,6657.880000894245
23,06041,2020-05-23,7781.882703959088
24,06041,2020-05-30,7616.884774819989
25,06041,2020-06-06,8143.095787575178
26,06041,2020-06-13,9299.110010290935
27,06041,2020-06-20,9960.511948913148
28,06041,2020-06-27,10723.833650757997
29,06041,2020-07-04,10578.672240288593
30,06041,2020-07-11,9864.851701701797
31,06041,2020-07-18,10167.669614657547
32,06041,2020-07-25,10342.236903673725
33,06041,2020-08-01,10666.019338538728
34,06041,2020-08-08,10722.886492489897
35,06041,2020-08-15,9778.026255437819
36,06041,2020-08-22,9308.679450347352
37,06041,2020-08-29,9754.061715309947
38,06041,2020-09-05,9460.06552816789
39,06041,2020-09-12,8842.68443265485
40,06041,2020-09-19,9577.240613962627
41,06041,2020-09-26,9384.691042250393
42,06041,2020-10-03,8915.075744665111
43,06041,2020-10-10,9224.771707577735
44,06041,2020-10-17,9040.173670574399
45,06041,2020-10-24,9163.993006493734
46,06041,2020-10-31,8802.670568992806
47,06041,2020-11-08,8583.044297993558
1,06043,2019-12-21,15998.938056500307
2,06043,2019-12-28,15947.861219263777
3,06043,2020-01-04,16898.756991952218
4,06043,2020-01-11,16222.623925060485
5,06043,2020-01-18,16483.20794859621
6,06043,2020-01-25,16485.884105562945
7,06043,2020-02-01,14337.191992365533
8,06043,2020-02-08,15131.730073546021
9,06043,2020-02-15,16505.26098987498
10,06043,2020-02-22,15371.8622590792
11,06043,2020-02-29,14615.629960068449
12,06043,2020-03-07,14336.02602285218
13,06043,2020-03-14,11736.944843511013
14,06043,2020-03-21,10567.589198871954
15,06043,2020-03-28,10636.777330314017
16,06043,2020-04-04,9851.608952436403
17,06043,2020-04-11,10178.70117748956
18,06043,2020-04-18,10922.336249623666
19,06043,2020-04-25,11428.795948694888
20,06043,2020-05-02,10654.44136476555
21,06043,2020-05-09,11816.608388708819
22,06043,2020-05-16,10951.244567626753
23,06043,2020-05-23,13120.919748602488
24,06043,2020-05-30,13359.077824015654
25,06043,2020-06-06,13451.020765426198
26,06043,2020-06-13,14043.181428896207
27,06043,2020-06-20,14691.224910214502
28,06043,2020-06-27,14813.097112284077
29,06043,2020-07-04,15109.259558832186
30,06043,2020-07-11,13694.46434372872
31,06043,2020-07-18,13572.585694878633
32,06043,2020-07-25,13359.808840272946
33,06043,2020-08-01,15459.771493637078
34,06043,2020-08-08,15201.238290690722
35,06043,2020-08-15,14420.285787003435
36,06043,2020-08-22,13222.35496723329
37,06043,2020-08-29,14572.06071823799
38,06043,2020-09-05,13138.111713100261
39,06043,2020-09-12,13573.438935121489
40,06043,2020-09-19,15076.998665319234
41,06043,2020-09-26,14991.51072911665
42,06043,2020-10-03,14365.694082006688
43,06043,2020-10-10,15712.199894198815
44,06043,2020-10-17,14452.724282901861
45,06043,2020-10-24,14610.322943398414
46,06043,2020-10-31,14280.661186818437
47,06043,2020-11-08,13674.002319617704
1,06045,2019-12-21,12148.446930924216
2,06045,2019-12-28,11864.975376568564
3,06045,2020-01-04,11274.667476610559
4,06045,2020-01-11,11711.55480598082
5,06045,2020-01-18,12228.355514745741
6,06045,2020-01-25,11936.82317250551
7,06045,2020-02-01,11407.734864253862
8,06045,2020-02-08,12306.134968053604
9,06045,2020-02-15,12938.369720133313
10,06045,2020-02-22,11801.151530024079
11,06045,2020-02-29,11789.17950452972
12,06045,2020-03-07,11616.045511109774
13,06045,2020-03-14,10002.396435964469
14,06045,2020-03-21,8862.913155686914
15,06045,2020-03-28,8238.59466191424
16,06045,2020-04-04,7624.421354256847
17,06045,2020-04-11,7968.520271910153
18,06045,2020-04-18,8278.770889983418
19,06045,2020-04-25,8690.246230229253
20,06045,2020-05-02,8259.572136096847
21,06045,2020-05-09,8905.439444202648
22,06045,2020-05-16,9288.378327973649
23,06045,2020-05-23,10460.845348004088
24,06045,2020-05-30,10058.836431485839
25,06045,2020-06-06,10268.315377249988
26,06045,2020-06-13,9875.28005169971
27,06045,2020-06-20,10433.596706649325
28,06045,2020-06-27,10271.453247386456
29,06045,2020-07-04,10326.454689769702
30,06045,2020-07-11,10507.61933278265
31,06045,2020-07-18,10844.720935366431
32,06045,2020-07-25,11053.112376262672
33,06045,2020-08-01,10860.98754007664
34,06045,2020-08-08,10731.43063981411
35,06045,2020-08-15,10814.685343321898
36,06045,2020-08-22,10589.917220639521
37,06045,2020-08-29,11192.259755553929
38,06045,2020-09-05,11125.059928970026
39,06045,2020-09-12,10353.96917366436
40,06045,2020-09-19,10754.649134072479
41,06045,2020-09-26,10959.158539104259
42,06045,2020-10-03,10639.618220200591
43,06045,2020-10-10,11026.57655463178
44,06045,2020-10-17,11099.160660999716
45,06045,2020-10-24,11298.817356683288
46,06045,2020-10-31,11097.035998458321
47,06045,2020-11-08,10815.879861384523
1,06047,2019-12-21,12082.477244450592
2,06047,2019-12-28,12658.165242247807
3,06047,2020-01-04,12419.69576639877
4,06047,2020-01-11,12142.570002670182
5,06047,2020-01-18,12279.984538168008
6,06047,2020-01-25,11988.192754165802
7,06047,2020-02-01,11610.19344718148
8,06047,2020-02-08,12136.741711601246
9,06047,2020-02-15,13343.944420402937
10,06047,2020-02-22,12255.049992812324
11,06047,2020-02-29,12244.247125273285
12,06047,2020-03-07,12126.538477979931
13,06047,2020-03-14,10631.209850179615
14,06047,2020-03-21,9441.401192242853
15,06047,2020-03-28,8804.413202177593
16,06047,2020-04-04,7686.965751260975
17,06047,2020-04-11,8266.614722783976
18,06047,2020-04-18,8891.899500023017
19,06047,2020-04-25,9096.676144647323
20,06047,2020-05-02,8916.018080666308
21,06047,2020-05-09,9713.254772663784
22,06047,2020-05-16,9838.563740631127
23,06047,2020-05-23,10582.340887773327
24,06047,2020-05-30,10889.598074442914
25,06047,2020-06-06,11020.700759535268
26,06047,2020-06-13,11050.691791149413
27,06047,2020-06-20,11218.961263707142
28,06047,2020-06-27,10953.005378511685
29,06047,2020-07-04,10762.553893144823
30,06047,2020-07-11,11080.506488547428
31,06047,2020-07-18,10899.182159391734
32,06047,2020-07-25,11189.085433490352
33,06047,2020-08-01,10783.627011657221
34,06047,2020-08-08,10774.661309413359
35,06047,2020-08-15,10691.667972952451
36,06047,2020-08-22,10387.297074276963
37,06047,2020-08-29,10888.347292662773
38,06047,2020-09-05,10710.14881700134
39,06047,2020-09-12,10425.549544008274
40,06047,2020-09-19,10693.965033502382
41,06047,2020-09-26,11183.157140172085
42,06047,2020-10-03,10647.92393226947
43,06047,2020-10-10,10942.17124506777
44,06047,2020-10-17,10872.269741789174
45,06047,2020-10-24,10870.952992456076
46,06047,2020-10-31,10625.343689647438
47,06047,2020-11-08,10643.816125001573
1,06049,2019-12-21,13957.374358304243
2,06049,2019-12-28,13900.894725419967
3,06049,2020-01-04,12609.185479247306
4,06049,2020-01-11,11616.937641309964
5,06049,2020-01-18,14286.227846849697
6,06049,2020-01-25,13701.342501461906
7,06049,2020-02-01,12319.955668509223
8,06049,2020-02-08,13600.723611792197
9,06049,2020-02-15,13776.897691985036
10,06049,2020-02-22,14002.192136693247
11,06049,2020-02-29,14129.38880190684
12,06049,2020-03-07,14692.480086995967
13,06049,2020-03-14,12017.848761698453
14,06049,2020-03-21,13167.288030460459
15,06049,2020-03-28,11254.591530893693
16,06049,2020-04-04,8368.953627948884
17,06049,2020-04-11,9837.404528441633
18,06049,2020-04-18,9325.371940977704
19,06049,2020-04-25,10266.341240959735
20,06049,2020-05-02,9788.26251374235
21,06049,2020-05-09,11299.70654017965
22,06049,2020-05-16,10501.538850844003
23,06049,2020-05-23,12612.951084837987
24,06049,2020-05-30,10234.34706390472
25,06049,2020-06-06,11627.635431511373
26,06049,2020-06-13,11583.070191570563
27,06049,2020-06-20,11949.14036199916
28,06049,2020-06-27,13497.100998562257
29,06049,2020-07-04,12655.239033924667
30,06049,2020-07-11,12588.499735854795
31,06049,2020-07-18,12522.397309918775
32,06049,2020-07-25,13176.577808522836
33,06049,2020-08-01,13990.433088616172
34,06049,2020-08-08,13334.21751112857
35,06049,2020-08-15,12820.720121911496
36,06049,2020-08-22,14180.066484107485
37,06049,2020-08-29,14220.96743587463
38,06049,2020-09-05,13176.98861723003
39,06049,2020-09-12,13401.08901503173
40,06049,2020-09-19,12791.043337372057
41,06049,2020-09-26,13485.67129010912
42,06049,2020-10-03,12540.800603753049
43,06049,2020-10-10,13545.013741538034
44,06049,2020-10-17,12985.953337173733
45,06049,2020-10-24,14295.26119269874
46,06049,2020-10-31,12606.175887679092
47,06049,2020-11-08,12809.310701301003
1,06051,2019-12-21,15248.641118932404
2,06051,2019-12-28,16684.45833717811
3,06051,2020-01-04,19125.989214020705
4,06051,2020-01-11,18619.142944895215
5,06051,2020-01-18,19092.334623514984
6,06051,2020-01-25,19421.818444685166
7,06051,2020-02-01,16000.807048369876
8,06051,2020-02-08,15751.976613901394
9,06051,2020-02-15,16128.526931937291
10,06051,2020-02-22,18432.04359866744
11,06051,2020-02-29,17678.38937774886
12,06051,2020-03-07,17532.18890973717
13,06051,2020-03-14,15528.222284728403
14,06051,2020-03-21,14265.559739602544
15,06051,2020-03-28,12562.568187782927
16,06051,2020-04-04,9612.882390620687
17,06051,2020-04-11,11047.24875808357
18,06051,2020-04-18,11969.048594407912
19,06051,2020-04-25,13546.028044397435
20,06051,2020-05-02,10853.663776425557
21,06051,2020-05-09,11902.247869114937
22,06051,2020-05-16,12416.941084994534
23,06051,2020-05-23,13966.057265236612
24,06051,2020-05-30,13081.673481882666
25,06051,2020-06-06,13157.148298103764
26,06051,2020-06-13,13480.864369091438
27,06051,2020-06-20,12698.929698441027
28,06051,2020-06-27,13768.484588897463
29,06051,2020-07-04,14421.492152424837
30,06051,2020-07-11,14277.202721578495
31,06051,2020-07-18,13768.887406376334
32,06051,2020-07-25,14358.725169445275
33,06051,2020-08-01,15010.11675690161
34,06051,2020-08-08,15455.657269466217
35,06051,2020-08-15,15067.355552624114
36,06051,2020-08-22,16201.830393918228
37,06051,2020-08-29,15312.38629578266
38,06051,2020-09-05,15197.729514540726
39,06051,2020-09-12,17211.071118965818
40,06051,2020-09-19,19376.19200875193
41,06051,2020-09-26,18681.792326594354
42,06051,2020-10-03,17411.245615972577
43,06051,2020-10-10,16010.881384728686
44,06051,2020-10-17,17154.75547123814
45,06051,2020-10-24,16984.339714129233
46,06051,2020-10-31,16435.847794589852
47,06051,2020-11-08,13457.874604506878
1,06053,2019-12-21,12511.432964952857
2,06053,2019-12-28,12891.022194218449
3,06053,2020-01-04,11957.46899605771
4,06053,2020-01-11,11993.328150295412
5,06053,2020-01-18,12252.357549798182
6,06053,2020-01-25,11928.830586871165
7,06053,2020-02-01,11023.666336140985
8,06053,2020-02-08,11429.007607741842
9,06053,2020-02-15,12411.879651819954
10,06053,2020-02-22,11957.48168103147
11,06053,2020-02-29,11467.216148451133
12,06053,2020-03-07,10979.386755374542
13,06053,2020-03-14,9253.652976935948
14,06053,2020-03-21,8087.690332173437
15,06053,2020-03-28,7921.981093310201
16,06053,2020-04-04,6965.937170702959
17,06053,2020-04-11,7449.046483065283
18,06053,2020-04-18,7917.7834164105925
19,06053,2020-04-25,8192.559240148645
20,06053,2020-05-02,7568.57148330635
21,06053,2020-05-09,8231.890788829918
22,06053,2020-05-16,8450.078986783974
23,06053,2020-05-23,9212.800770222811
24,06053,2020-05-30,9478.323977399697
25,06053,2020-06-06,9944.304853872613
26,06053,2020-06-13,9836.015618079955
27,06053,2020-06-20,10253.98737867973
28,06053,2020-06-27,10355.809931931974
29,06053,2020-07-04,10435.213590669318
30,06053,2020-07-11,10350.567645198245
31,06053,2020-07-18,10370.49245926672
32,06053,2020-07-25,10604.039551743208
33,06053,2020-08-01,10280.929755787609
34,06053,2020-08-08,10211.827687135868
35,06053,2020-08-15,10347.486484633488
36,06053,2020-08-22,10430.484490585524
37,06053,2020-08-29,10532.22670029728
38,06053,2020-09-05,10140.847141634766
39,06053,2020-09-12,9698.910136504031
40,06053,2020-09-19,10167.624194674017
41,06053,2020-09-26,10369.154273051356
42,06053,2020-10-03,10068.030884292604
43,06053,2020-10-10,10638.168912534748
44,06053,2020-10-17,10136.693000124254
45,06053,2020-10-24,10046.86211427676
46,06053,2020-10-31,10186.395877561503
47,06053,2020-11-08,10292.395985804334
1,06055,2019-12-21,13461.51380407034
2,06055,2019-12-28,13726.241029486597
3,06055,2020-01-04,12853.75793781304
4,06055,2020-01-11,12157.034741026842
5,06055,2020-01-18,12664.766966156623
6,06055,2020-01-25,12689.860753865238
7,06055,2020-02-01,11427.73814240119
8,06055,2020-02-08,12132.963650444632
9,06055,2020-02-15,12768.929567251344
10,06055,2020-02-22,11971.241301239483
11,06055,2020-02-29,11862.707559398643
12,06055,2020-03-07,11831.980709304482
13,06055,2020-03-14,9399.240175348163
14,06055,2020-03-21,8205.193522020825
15,06055,2020-03-28,7726.92721188065
16,06055,2020-04-04,7288.663119215451
17,06055,2020-04-11,7476.233693132259
18,06055,2020-04-18,8054.76508262744
19,06055,2020-04-25,8514.411457514228
20,06055,2020-05-02,7621.39252680099
21,06055,2020-05-09,8381.188238541608
22,06055,2020-05-16,8421.365155027395
23,06055,2020-05-23,9153.356216198477
24,06055,2020-05-30,9268.4945030888
25,06055,2020-06-06,10182.437979606973
26,06055,2020-06-13,10359.901799892454
27,06055,2020-06-20,10884.171114091938
28,06055,2020-06-27,10961.247967879188
29,06055,2020-07-04,11066.224710152292
30,06055,2020-07-11,10999.384786511117
31,06055,2020-07-18,11179.53900407976
32,06055,2020-07-25,11545.001902720016
33,06055,2020-08-01,11671.976779042367
34,06055,2020-08-08,10904.982355874508
35,06055,2020-08-15,11327.98918592839
36,06055,2020-08-22,11757.410717311197
37,06055,2020-08-29,10995.84409793882
38,06055,2020-09-05,10573.51576285767
39,06055,2020-09-12,10181.004897237422
40,06055,2020-09-19,10202.074071123832
41,06055,2020-09-26,13247.065400992991
42,06055,2020-10-03,12466.033156844616
43,06055,2020-10-10,10969.22162511034
44,06055,2020-10-17,10749.984924902645
45,06055,2020-10-24,10666.71976652496
46,06055,2020-10-31,10782.698717549541
47,06055,2020-11-08,11235.150460780038
1,06057,2019-12-21,14161.980365637659
2,06057,2019-12-28,14363.070818876384
3,06057,2020-01-04,13511.297459693134
4,06057,2020-01-11,13714.356169267254
5,06057,2020-01-18,14307.576740727987
6,06057,2020-01-25,14379.75787670731
7,06057,2020-02-01,13176.387097340132
8,06057,2020-02-08,13690.280180213169
9,06057,2020-02-15,14712.16798302739
10,06057,2020-02-22,13772.269541169251
11,06057,2020-02-29,13468.516314868273
12,06057,2020-03-07,13153.332521942117
13,06057,2020-03-14,9869.942014601595
14,06057,2020-03-21,8279.639977424147
15,06057,2020-03-28,8444.771079291506
16,06057,2020-04-04,7363.087286157414
17,06057,2020-04-11,8242.410975420997
18,06057,2020-04-18,8766.71516260401
19,06057,2020-04-25,9174.848299601099
20,06057,2020-05-02,8981.773591068815
21,06057,2020-05-09,9585.472749138198
22,06057,2020-05-16,9871.75893595558
23,06057,2020-05-23,10877.610664924163
24,06057,2020-05-30,10971.102125887519
25,06057,2020-06-06,11391.391793831577
26,06057,2020-06-13,11917.847451928024
27,06057,2020-06-20,12226.367996321833
28,06057,2020-06-27,11983.675363427066
29,06057,2020-07-04,12507.3982179332
30,06057,2020-07-11,12141.364055935735
31,06057,2020-07-18,12314.23612690426
32,06057,2020-07-25,12541.748982450006
33,06057,2020-08-01,12752.77164371427
34,06057,2020-08-08,12845.149557766403
35,06057,2020-08-15,13002.171157104032
36,06057,2020-08-22,12507.884308374312
37,06057,2020-08-29,12853.307279601813
38,06057,2020-09-05,11908.487361606229
39,06057,2020-09-12,12046.339162324199
40,06057,2020-09-19,12322.896145201263
41,06057,2020-09-26,13061.518354655584
42,06057,2020-10-03,12063.132743460215
43,06057,2020-10-10,12277.396798427368
44,06057,2020-10-17,13846.85553447839
45,06057,2020-10-24,12595.996340645519
46,06057,2020-10-31,12197.672795873405
47,06057,2020-11-08,12161.475725839215
1,06059,2019-12-21,11130.410048221178
2,06059,2019-12-28,11771.979817126803
3,06059,2020-01-04,10411.181290364988
4,06059,2020-01-11,10607.407434786963
5,06059,2020-01-18,11077.835966329034
6,06059,2020-01-25,10753.179836184605
7,06059,2020-02-01,10009.192565734116
8,06059,2020-02-08,10293.13260419688
9,06059,2020-02-15,11450.10152708521
10,06059,2020-02-22,10504.336515411776
11,06059,2020-02-29,9971.451279250983
12,06059,2020-03-07,9443.520170585696
13,06059,2020-03-14,7602.211255368737
14,06059,2020-03-21,6474.247582119663
15,06059,2020-03-28,6186.655102949678
16,06059,2020-04-04,5385.09431870945
17,06059,2020-04-11,5936.580622281608
18,06059,2020-04-18,6339.2849045193125
19,06059,2020-04-25,6614.548044571463
20,06059,2020-05-02,6306.042592501098
21,06059,2020-05-09,6897.685588596928
22,06059,2020-05-16,7101.115188865209
23,06059,2020-05-23,7893.618303229362
24,06059,2020-05-30,7622.889332013739
